gen,mean,std,highest,lowest
0,-0.0007119166429768464,0.043679863726951096,0.10581330828380635,-0.10442435564275918
1,0.014579666018895002,0.04635866813061652,0.15991164037000802,-0.09227567143398366
2,0.006053365008721725,0.04178555810876522,0.1152219452209709,-0.1010629035332212
3,0.009149563363238968,0.04533158221495733,0.10468887446614052,-0.09658153491589291
4,0.004395907178592741,0.04470559087289297,0.15939948224378375,-0.12757728942486993
5,0.009193769129799016,0.04855577813644362,0.12597190995499996,-0.11981631641862875
6,0.000972095007074093,0.0432089637892793,0.12472444907904805,-0.11145446514841925
7,0.0017539084445435608,0.047845680417566795,0.14346342401552797,-0.20492608415572452
8,0.009208430211038031,0.03909396287277778,0.10790725537673182,-0.10504391703973756
9,0.004757540273503842,0.054851937395806516,0.2284630628804388,-0.11618057029930165
10,0.003573298661639626,0.040665595024003895,0.09986790920150664,-0.10069836641423605
11,0.009687201927972879,0.045858850977031886,0.12210621228454438,-0.14257890275530785
12,0.011513111289328646,0.043810019444241816,0.11842370864860895,-0.0930700286144929
13,0.0017902959436341265,0.041420529017661106,0.1182731692081742,-0.08626564030304834
14,0.0015123248243126364,0.03855201408415092,0.09572114786165893,-0.08406144252212108
15,0.00878632716548468,0.04950366948885819,0.14851922114830418,-0.11784435930115958
16,0.00783011922245417,0.04886054791034089,0.15871724416041083,-0.09419328753376213
17,0.006742877726653984,0.04124649327206705,0.10413393822758918,-0.10848851846710783
18,0.0050557384908678634,0.04171401038847095,0.2036768403572386,-0.07377195063490136
19,0.008360142038442882,0.04641109757078596,0.17680972276774745,-0.10545843428913676
20,0.0012261375346096465,0.040240820169380964,0.08015134149998038,-0.11339277529141667
21,0.0019575138134783434,0.04788202811843791,0.1257326308115314,-0.15063590791128553
22,0.003780690354873398,0.049184165165315145,0.12543388413949796,-0.10878821618308612
23,0.0021966899490334494,0.0427041627333626,0.09626382260346925,-0.0943776395015585
24,0.009559063899778033,0.04589154701250932,0.11657353712135353,-0.09616267990960486
25,0.001664469414410941,0.05006654898245239,0.11571603282110694,-0.13240871523975936
26,0.004670475496754281,0.042630432665209814,0.12040317368634308,-0.0860424546400031
27,0.00958023009228694,0.043361442899979695,0.09845588624411591,-0.09383219982425076
28,0.011886574180894213,0.04019945765492835,0.10644762728483396,-0.0742719676694237
29,0.0020034803867765186,0.036502862857471896,0.1725196265100862,-0.07567648106116812
30,-0.00044683685675601855,0.042849683058765915,0.19284328734968248,-0.08266630238838227
31,0.004909002855165076,0.04166174342126348,0.10136612215370543,-0.10515243286370235
32,0.007587144513376589,0.0435162146110051,0.11191010901319325,-0.12655168648819434
33,0.0013237642320043784,0.039076202826875336,0.12394536077125963,-0.08076427287653157
34,0.005800385817080812,0.04729316361683295,0.1880346217335513,-0.10519636050163614
35,0.0021495748047922363,0.0402569077714049,0.11414119536852983,-0.12440659068698323
36,0.009168066339044345,0.04639586160750084,0.14848030871461504,-0.10136105233708295
37,0.005145053220187811,0.041236057560824824,0.10269286781773998,-0.08343022020671256
38,-0.0025543518187879223,0.045777767167985664,0.09810373166669445,-0.13890201528638732
39,0.003407330122089969,0.04504457567568257,0.12600934735091945,-0.1384083486702142
40,0.007770241298918028,0.04911184409638706,0.16544174891859237,-0.1062260783790124
41,0.005891500402873898,0.04447690406200435,0.12327373591978184,-0.11613865747797028
42,0.003984759930522708,0.050802228842680694,0.16269877017023104,-0.13426968354689003
43,0.002989632620439948,0.044372612130047895,0.11864259390234241,-0.10749235992392467
44,0.007068722550292747,0.043398530556360934,0.13542478378887798,-0.13768704802057427
45,-0.0013979352598200128,0.039182936630034235,0.10788928441413553,-0.10221510584211238
46,-0.0035189644791979065,0.04206578446532256,0.09392564761307634,-0.1171175491966566
47,0.009559405077466014,0.043399889385815266,0.12391070609234159,-0.11281732759494309
48,0.0077129996662579385,0.04252497937468228,0.11408825003986899,-0.09372371108190977
49,0.009886719773036665,0.04245185794961974,0.15874224893432587,-0.09450748903875938
50,0.003728943117568092,0.04371497448739776,0.0969063118466968,-0.11698651105528471
51,0.007969746807739939,0.04440623724529077,0.10793773569960262,-0.09190804380487769
52,0.007561976874311451,0.03960503541692586,0.10273391046871741,-0.08954489927031015
53,-0.0003911623753462823,0.044811734839912784,0.11268924400875202,-0.09943225413983228
54,0.00862406179811003,0.04528408572747736,0.10293801186732429,-0.12220636691634332
55,0.009779956313215678,0.04152740248010667,0.09996406961416997,-0.09975176927037738
56,0.0021764867460369007,0.04751075946668546,0.17968048903993425,-0.08874890384875392
57,0.004892999724313068,0.04292049958450634,0.11848083678024286,-0.1066197001438127
58,0.00426076797488039,0.03843881547966537,0.14519431564490243,-0.09009550905548869
59,0.007022497491201843,0.04360042106356768,0.14392842243342063,-0.0890687591098395
60,0.00359046360764653,0.043317830866650156,0.13286844374854084,-0.11548478631314243
61,5.992446277392122e-05,0.04212358083044623,0.11119114815470339,-0.10229298613514726
62,0.003465029595401611,0.04243347419244702,0.10578624249180345,-0.14289116365932822
63,0.01160265190347382,0.04207754231740762,0.1409598537804389,-0.09508530468377765
64,0.00486629114317894,0.04396199884744609,0.14734909501757676,-0.07918953644691981
65,0.0019691651032636825,0.04428250850167441,0.1607445227936568,-0.11574817567517129
66,-0.001760548888510284,0.041539868504781835,0.07940340791770284,-0.13166850934149255
67,0.013722822397300312,0.03791253232355298,0.1011321463208631,-0.08149291965820848
68,0.0006941508857798893,0.04804626968319913,0.17325271354344915,-0.14977631016583243
69,0.017476904707364516,0.0466418830670084,0.12017435650584467,-0.12092305769680187
70,0.009259726693449797,0.03925561313409285,0.12453433638505763,-0.08702849521831732
71,-0.0002479254776800538,0.04582741479436072,0.1647783980696798,-0.12735152559966365
72,0.014172130875220967,0.0420365627370896,0.1204000680584506,-0.12223444620124471
73,0.005663318019959209,0.03705520032040275,0.1384257797226095,-0.09025284388404584
74,0.005594606861214506,0.042402537269545716,0.12550577149135894,-0.10048405782803396
75,0.004292622401231727,0.047122786062224684,0.12365364933773189,-0.08117559176869496
76,0.002398831574578893,0.04429945403173309,0.1040766993160805,-0.11903851706256172
77,0.007065919847763157,0.04357474014155843,0.11928425384660539,-0.1214916074890541
78,0.006210695531636924,0.039782242988879835,0.14231373778482947,-0.08100479911860395
79,0.00484269435778822,0.04692266542897541,0.20780541932881252,-0.08766416012012626
80,0.004451816417958205,0.0453350919134892,0.10813241374461761,-0.10544822999069647
81,0.008997959224337304,0.04342852105017956,0.1250176278785196,-0.10217097882743961
82,0.007533819127492707,0.04077802265016968,0.11872714824775318,-0.0909212747922522
83,0.00424878024805859,0.046466782919344155,0.11390998338348136,-0.10437051884775411
84,-0.0035134257271566462,0.04414124110029458,0.14659093001606494,-0.102165549375689
85,0.0007807822848111556,0.05093293572153858,0.25789505776562627,-0.15261008809591678
86,0.006961130873504125,0.0438491665477643,0.11187030283013044,-0.11522496236306815
87,0.01224161881876544,0.043663513865175335,0.14074345028674348,-0.07314539581367305
88,0.0003466017999129253,0.048582554238640316,0.1286076064575444,-0.13551972552778088
89,0.007804218939966903,0.05117990764739207,0.15148971666913624,-0.12874847610909593
90,0.0021704888928353997,0.04502192587180236,0.11712290967434943,-0.10894340373071151
91,0.004936150175554868,0.04487300740957415,0.13839870427378398,-0.12992000475377477
92,0.008262487755703724,0.0423311727250252,0.14623686933688582,-0.10283744553519669
93,0.015046390774079122,0.049998991889267756,0.170969273312652,-0.08542568452275337
94,-0.0005871195381587918,0.04294284952104418,0.11202778035572611,-0.10464562900839494
95,0.014946814817786962,0.041273244630209455,0.11453134447175471,-0.07819111812235646
96,0.0060486177664463795,0.04103239544802348,0.11620464731570906,-0.10666442706485066
97,-0.0003206138961665783,0.046892337370897284,0.13802432912299945,-0.09484559970569303
98,-0.0017399373429012439,0.04170031829000084,0.1387397868453359,-0.11460656653957316
99,0.013046647268340119,0.043504597567806925,0.15176013655340845,-0.13122046909288868
100,0.0016312817748856253,0.04591902459824484,0.11150600801925412,-0.14440149835067775
101,0.0036061618691458986,0.04186836632967421,0.1117081438662493,-0.10714182976325681
102,0.010218557935268985,0.04912032027329384,0.22404045561750785,-0.08812932162719997
103,-0.0045657009860774565,0.048815252113440996,0.17376829320726056,-0.1443303965450752
104,0.009626998902412767,0.04746108378222074,0.1423928348069865,-0.12515325163791408
105,0.008449543577833807,0.04941962544528849,0.15538118090926764,-0.1643407992758977
106,0.003150616981711183,0.045742063050244273,0.09645424821943109,-0.1367464731628135
107,0.006434185757198116,0.04081730802873796,0.10135166294160072,-0.11650236239422093
108,0.0071392226379892254,0.04551070875441879,0.1428194381299654,-0.11079068057103961
109,0.00957466799346495,0.05212652619450338,0.16048520910226538,-0.12207095490447539
110,0.001335123677442149,0.04577681659964738,0.10013617361319971,-0.13603306099932835
111,0.0040694456992878755,0.04249409740055781,0.10559146064335367,-0.13439650133573697
112,0.008377554773541946,0.04273082957180885,0.14981937169739992,-0.09342747876269611
113,0.005343000733441825,0.03809323131466199,0.10619400296986424,-0.11647810546640167
114,0.009320587027798685,0.04058927383974714,0.13623587628144918,-0.10849666048622789
115,-0.004276260943823916,0.0436740593426761,0.13234982225851621,-0.11534434139786856
116,0.0035481456356353724,0.04541380353515757,0.15199245025768346,-0.1421019507508591
117,0.0014914280079839951,0.04541099784232977,0.13507275385094197,-0.12229139675104503
118,-0.0008632583731616933,0.04690306141479578,0.1276874252402866,-0.11721130203101685
119,0.0010017473449743896,0.042502255142861115,0.12245680620842202,-0.10488590834018577
120,0.008497534905816671,0.04052342668960806,0.10483195787423615,-0.10533485842303181
121,0.005517540403258828,0.047872963743170696,0.1407751221697976,-0.1159499292158909
122,0.003559801631424535,0.04459872633878519,0.14321823635260678,-0.09681782161995814
123,0.00507159291532052,0.04396157961287566,0.10776088608542062,-0.12947725663452123
124,-4.6116073637455234e-05,0.04836177446676878,0.12556593289995382,-0.20748527779301104
125,0.003832276859599093,0.03442202717340473,0.08778402152552103,-0.0994153331652097
126,0.01084198026251083,0.049273433353026766,0.1961954988575489,-0.08182646967699075
127,0.007878416819098932,0.03951292828437727,0.09015917664566098,-0.09035873433905836
128,0.005329164254713439,0.049467092881347687,0.13524476379221623,-0.11486738205303113
129,0.002617367649927542,0.0428062428704941,0.11837731241636645,-0.12033057403107192
130,0.008644896246022406,0.04608085026536155,0.09239655664388563,-0.19898689764080954
131,0.003757546967806853,0.04484945096453425,0.13217898947360596,-0.09681465807657855
132,0.007579127080892322,0.03971142821638049,0.08791408551930714,-0.11533681788152195
133,0.0003126712269448967,0.04675501036394816,0.1448260880986538,-0.11716048636808776
134,0.0011063553099219525,0.0461915032528293,0.1029368535423768,-0.1243190754891357
135,0.0004640453933763114,0.03835905983833025,0.093295852499224,-0.07989602299214352
136,0.011985116205638446,0.049045349156760766,0.16771435134452603,-0.10413027661110344
137,0.00511373957119128,0.048500180670211904,0.195373083967513,-0.12160753560778143
138,0.005366710578431856,0.044073436865611874,0.11422861824823177,-0.1133381145450276
139,0.007922339101771241,0.040340263392903315,0.12720544967984837,-0.14431258289161694
140,4.614955411245958e-05,0.046888273890945714,0.18170499983807603,-0.11740184683531002
141,-5.705023070291332e-05,0.04614454696899971,0.10970601977151012,-0.1546656282416072
142,0.0029484144654901155,0.04575319836386966,0.14488724784728996,-0.13914641617081494
143,0.0038998558132828953,0.04263850507776241,0.11427443102804677,-0.1442905121478039
144,0.0017928232671434756,0.038999288568970086,0.09401955414111171,-0.06624000090466872
145,0.00932651916105356,0.04657006812923609,0.1347788496159828,-0.10655957094453647
146,0.008171882141774202,0.047157071340346586,0.09966426172022771,-0.1458034048352803
147,0.0026104848218024444,0.040116546354511076,0.10722516011116652,-0.09076135713346575
148,0.00876257262773811,0.04022876299663702,0.10756545300647744,-0.09092199517133684
149,-0.002283508913994337,0.04394212277294783,0.10037059973955266,-0.12407054996795144
150,0.005139133524796439,0.03954260910662552,0.10996076757874927,-0.11757763646523886
151,0.003709841209535074,0.03933333086234606,0.11349698318233374,-0.11117187592949643
152,-4.185816350253418e-05,0.039363920529050425,0.10554681615051016,-0.08922909477678223
153,0.0013703518502410717,0.040602060951048326,0.09483490886117067,-0.1161149697659124
154,0.006294417344574383,0.04311749787213972,0.15466674451901657,-0.0857646238914663
155,0.0031608821775219492,0.04669858001087116,0.11733444892351956,-0.14375233554415162
156,0.0009178051593446463,0.042956025077132184,0.1155311578559367,-0.112599609653766
157,0.004012557575330639,0.0406174630612515,0.12484140115871256,-0.12280515537153872
158,0.01470060595976775,0.04382676704873003,0.13189373289861187,-0.07496753008000853
159,0.004860454238904521,0.045896574860081286,0.12969267435801962,-0.19027226260745264
160,0.002048472414668287,0.045015526180516116,0.12501979707010208,-0.12191934365245055
161,5.4268143252716726e-05,0.042112029840193396,0.1271564736806874,-0.12129289657433948
162,0.00590024442567037,0.04744844544396056,0.12093652097668563,-0.13164704512084394
163,0.0059999973574037056,0.041595850801699155,0.09964818857107646,-0.11579066362070439
164,0.004657426376967116,0.03865755098018483,0.09473535915992326,-0.10768445842962746
165,8.988175781532299e-05,0.04242399537886831,0.08297893348087203,-0.15656279603604548
166,-0.0020897364586281186,0.04425566089492356,0.0845551989803784,-0.12032507786117172
167,0.011419836764522254,0.04714126090179748,0.1282684003032048,-0.0973876322475887
168,0.006104860593364817,0.04836869476819242,0.14305385060731068,-0.11043903427227642
169,0.008271029321072335,0.049531288311283964,0.1760842593491555,-0.09051162743668525
170,0.0008502246131541078,0.042043496396377916,0.1114156385573559,-0.09853615229528345
171,0.0015176216636652493,0.04091896909781997,0.0954182579708551,-0.11221648863645431
172,0.006274150876306026,0.04127462480764443,0.09733814448683177,-0.12747765333677707
173,0.009538311072347315,0.042461832118198324,0.11442857381671105,-0.13349001989291415
174,0.005457246683408871,0.04589437032435455,0.15590865445248625,-0.11193939239174688
