gen,mean,std,highest,lowest
0,-0.0071499344669984,0.050373878287441366,0.07911112457680258,-0.17603611864161853
1,0.015077910602627366,0.031385784822421436,0.07911112457680258,-0.058092716938356936
2,0.019110752518075414,0.0424867800071873,0.09413808680753391,-0.18247487947472282
3,0.02232838938342636,0.04034593989253987,0.09413808680753391,-0.15902481627115203
4,0.02513748481762796,0.049216388661016304,0.09727536749824037,-0.15423479426751505
5,0.0382362985951841,0.03921578632262716,0.09727536749824037,-0.21828060718025158
6,0.03654989381570171,0.050937849461725235,0.12031847343167994,-0.1985012381544413
7,0.03719057042486452,0.047588441596441766,0.12284640081736059,-0.13498362303562975
8,0.04629269077802422,0.038229910316729517,0.12284640081736059,-0.06183112700478993
9,0.04976617213030449,0.040553817773051795,0.12284640081736059,-0.06463653323179921
10,0.0515126494952686,0.050501115775501246,0.12625779488877176,-0.14683460671882234
11,0.051686440947911035,0.05349283126523746,0.12625779488877176,-0.22042488085041514
12,0.06007979158797418,0.04897314521372416,0.12625779488877176,-0.13980980646483818
13,0.06905293053254495,0.04361231158067266,0.12625779488877176,-0.08028875741663097
14,0.06758444580388293,0.05356939285753622,0.14226417899066088,-0.1723773851365303
15,0.05972956283101074,0.05797617209001446,0.14226417899066088,-0.12316255735948181
16,0.06949743384425437,0.051266319629185396,0.14226417899066088,-0.16487736480275209
17,0.07142893664216902,0.05283302070448209,0.14396487259652807,-0.12615299830747573
18,0.07897940329034918,0.04343876839387648,0.14631676548638506,-0.024301051817399305
19,0.08994225896470245,0.03983682995664542,0.14631676548638506,-0.04847253879988864
20,0.09160642749704337,0.04165614270690736,0.14631676548638506,-0.04456270247207314
21,0.09106417555611107,0.044604469958080574,0.14657043007829254,-0.06435439911104426
22,0.08814108143528014,0.050920240838444805,0.14657043007829254,-0.09333652714327226
23,0.09499939519084438,0.04512048429886394,0.14657043007829254,-0.06276251282745551
24,0.09953240711802172,0.03972271227022902,0.14657043007829254,-0.015614022983434894
25,0.09785981704522319,0.04412710459362641,0.1520246283396786,-0.043953469458422545
26,0.09863030177482555,0.04712261044471206,0.15502668933443248,-0.08708913963487522
27,0.10114312757832498,0.04520287315305177,0.15502668933443248,-0.02072913144295055
28,0.10002996528261164,0.051283102256260496,0.15502668933443248,-0.13962189659011115
29,0.10304880050718078,0.044159623014814485,0.15502668933443248,-0.026984973964750775
30,0.10743334796323455,0.041250414584320785,0.15502668933443248,-0.013612351875484319
31,0.11530968201570727,0.03259364586969469,0.1616954332984868,0.010067836980742512
32,0.10808180502985444,0.045529845036738424,0.1616954332984868,-0.06508988314315275
33,0.11421412786762271,0.03578755674061967,0.1616954332984868,-0.001769053403545287
34,0.11183685888002494,0.044987427819802944,0.1616954332984868,-0.028405789432881107
35,0.11149808094406685,0.04179416746677084,0.1616954332984868,-0.05852002972295639
36,0.11042242312044565,0.04313978833821584,0.1616954332984868,-0.06736134622458273
37,0.11139365917463516,0.044601729799195675,0.1616954332984868,-0.06928030489551804
38,0.11230535176884805,0.044557136023228576,0.1616954332984868,-0.05092369548893619
39,0.11330572480021513,0.04592551611620073,0.1616954332984868,-0.09028202197956484
40,0.11678019681430026,0.043198864233521005,0.18488253839412044,-0.03396948095305091
41,0.11351715580375893,0.046846697355241204,0.18488253839412044,-0.048506035130416486
42,0.11630279389544733,0.03985275001038354,0.18488253839412044,-0.011422210540301514
43,0.11143995373680354,0.05059146874254363,0.18488253839412044,-0.1061457953414209
44,0.11535544103250944,0.04369164276947367,0.18488253839412044,-0.03496253087407372
45,0.11596972632925062,0.04884182376575809,0.18488253839412044,-0.14781610731581218
46,0.11960610593913187,0.040506997561902715,0.18488253839412044,-0.05376230561105025
47,0.11789535086034554,0.04708594288160553,0.18488253839412044,-0.05786835185249761
48,0.12011780677382829,0.04127255092968317,0.18488253839412044,-0.020933606844039415
49,0.12296970112213845,0.04270654829184547,0.19369447220272829,-0.07669912930200021
50,0.11874011314342456,0.04824971860728075,0.19369447220272829,-0.07492917882017608
51,0.11759736553946042,0.04947192756414144,0.19369447220272829,-0.13617413177588292
52,0.11786188546595577,0.04922896189690366,0.19369447220272829,-0.0897427135089878
53,0.12465206004395135,0.04538956314518114,0.19369447220272829,-0.1290303511609148
54,0.11449260197054442,0.05532241684161443,0.19369447220272829,-0.17447379943825633
55,0.12009271717281804,0.04750251352766316,0.19369447220272829,-0.04555332556740971
56,0.12333632646752692,0.04433636026314774,0.19369447220272829,-0.0441249011007277
57,0.1205851785086092,0.0424541912739502,0.19369447220272829,0.007296210771200809
58,0.12755608679005873,0.03771950840901591,0.19369447220272829,-0.002874848194335089
59,0.12343098143590649,0.045271027120940034,0.19369447220272829,-0.0832568457081106
60,0.11993946354475515,0.04894184932333068,0.19369447220272829,-0.03581005983602553
61,0.12441276144347996,0.044456316311554056,0.19369447220272829,-0.11024688024703752
62,0.12476367138782274,0.0426642745467195,0.19369447220272829,-0.0828803313506161
63,0.12218601902815074,0.04679400312571451,0.19369447220272829,-0.05911631447293561
64,0.12499077973957752,0.04903505499195685,0.19369447220272829,-0.16637965835843035
65,0.11550099459173463,0.05434728314214593,0.19369447220272829,-0.11783038910545782
66,0.11946670548730205,0.048473010513483177,0.19369447220272829,-0.007466482300199723
67,0.11989065055262013,0.050026362254967816,0.19369447220272829,-0.044397377736452553
68,0.12660306322753362,0.044843427587035224,0.19369447220272829,-0.030368285626650476
69,0.12032007726716895,0.04851983765629254,0.19369447220272829,-0.028704554099922425
70,0.12867429951799358,0.040073167596263004,0.19369447220272829,-0.018694342396290253
71,0.12367216333772937,0.045063913970973035,0.19369447220272829,-0.008350583991673585
72,0.12649541075216614,0.04358421959642878,0.19369447220272829,-0.017806110892745947
73,0.12542457523710668,0.04705099738199616,0.19369447220272829,-0.07547828618724237
74,0.12638114391292252,0.042441507736094605,0.19369447220272829,-0.0386533194720004
75,0.12217254533424587,0.04858979394328601,0.19369447220272829,-0.04520676517636171
76,0.12635117767310627,0.044773106608818385,0.19369447220272829,-0.0153933638558362
77,0.12081058575225484,0.05373969647807487,0.19369447220272829,-0.06311423357771948
78,0.13148952774209785,0.03787251464165003,0.19369447220272829,0.003097484645401785
79,0.1283384733365728,0.04155847788992394,0.19369447220272829,-0.017082106954452156
80,0.12777654523417978,0.04633092142684485,0.19369447220272829,-0.04260062278361823
81,0.13022103283546396,0.044197724857161655,0.19369447220272829,-0.031618951609061474
82,0.12969445592222378,0.04354286234701126,0.19369447220272829,-0.05295684407440773
83,0.1277719102694747,0.04372295839478902,0.19369447220272829,-0.016859114718395102
84,0.13041043215951872,0.047922853249194534,0.19369447220272829,-0.042359198818837596
85,0.12980686654477058,0.047229936638395795,0.19369447220272829,-0.043513158901667126
86,0.12991699882373053,0.04885878659760347,0.19369447220272829,-0.08569624621373895
87,0.12945835368331074,0.05058168792212455,0.19369447220272829,-0.019365503436597042
88,0.1326141937499833,0.03897662549346919,0.19369447220272829,-0.00939678328695584
89,0.12873283857518608,0.05323146888253612,0.19369447220272829,-0.09360384893513352
90,0.13660600375432239,0.0419441812010911,0.19369447220272829,-0.07489759175523839
91,0.12749609376799848,0.04842161106851151,0.19369447220272829,-0.02247016006097706
92,0.13140954494747406,0.04927231195376338,0.19369447220272829,-0.026609134631819936
93,0.13019989010755176,0.04825182748505233,0.19369447220272829,-0.03454740882742502
94,0.13677931140707736,0.04046266086190447,0.19369447220272829,-0.016148439717930507
95,0.1365339042006726,0.0385548311160677,0.19369447220272829,-0.015893260420896435
96,0.13723022367387858,0.03611537181768466,0.19369447220272829,0.016014409587056105
97,0.12965671160915843,0.04769206677418931,0.19369447220272829,-0.013288848289917693
98,0.13122183174222862,0.04733308799191583,0.19369447220272829,-0.05292696598540628
99,0.1324958176253905,0.04338356171376378,0.19369447220272829,-0.0502348681928981
100,0.1347085617026098,0.04509831081919615,0.19369447220272829,-0.030478690891948795
101,0.1348426522733984,0.04198931614344161,0.19369447220272829,-0.0180398506427496
102,0.13229141026641517,0.04844167425862685,0.19369447220272829,-0.028733680836904002
103,0.13063595418659046,0.05182349346484274,0.19369447220272829,-0.024526891800323303
104,0.12833989561606246,0.055307587114486585,0.19369447220272829,-0.09932764569469729
105,0.13139014630042684,0.047724102583983116,0.19369447220272829,-0.011281964255050209
106,0.13422207704449637,0.04462901630280529,0.19369447220272829,-0.023990539698794305
